scraped_at,modele,finition,prix,annee_mise_en_circulation,kilometrage,carburant,transmission,puissance,nb_ancien_proprietaire,classe_vehicule,nb_porte,nb_place,couleur,sellerie,classe_emission,emission_CO2,crit_air,usage_commerciale_anterieure,url_annonce
2025-04-09,Jaguar F-Pace,2.0 d R-Sport 4x4 BVA8,20 890 €,08.08.2018,99 023 km,Diesel,Semi-automatique,180 CV / 132 kW,Inconnu,SUV,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,139 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/jaguar-f-pace/id/d10a5e38-0fd7-42b7-9dd9-2a5a1ba08a9d/?financePeriod=84&cashAmount=50000&impression_id=ZGQwODY2YTQtOTMzOC00Yzg3LWJiNzUtMDRkNTk4NjJmYzI3KzE3NDQxODIxMDkxNTc%3D
2025-04-09,Renault Talisman,1.3 TCe Business EDC,14 790 €,19.07.2021,99 980 km,Essence,Boite de vitesse automatique,160 CV / 116 kW,2,Berline,4,5,Noir,Tissu (Sellerie d'origine),EURO 6,136 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/renault-talisman/id/60ec0bf0-b31c-4ad8-a0a5-8879b3b67228/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 2008,1.2 PureTech Allure EAT6,10 890 €,29.12.2017,68 110 km,Essence,Boite de vitesse automatique,110 CV / 81 kW,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/peugeot-2008/id/aa685efe-7925-4aef-ac83-80a13b567e26/?financePeriod=84&cashAmount=50000
2025-04-09,Volkswagen Golf VIII,2.0 TDI SRC Style 1st DSG7,22 190 €,31.07.2020,83 287 km,Diesel,Double embrayage / DCT,150 CV / 110 kW,2,Berline,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,117 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/volkswagen-golf-viii/id/71485527-612d-4239-b356-5024ac8f4b2d/?financePeriod=84&cashAmount=50000
2025-04-09,Audi TT,Coupé 40 TFSI S Line S Tronic,36 490 €,28.12.2019,7 375 km,Essence,Boite de vitesse automatique,197 CV / 145 kW,2,Coupé,3,4,Gris,Mi-cuir (Sellerie d'origine),EURO 6,136 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/audi-tt/id/f647b543-9a1c-4500-ab5f-fbecc36e6467/?financePeriod=84&cashAmount=50000
2025-04-09,Volkswagen Polo,1.0 TSI R-Line DSG7,20 690 €,30.09.2022,48 322 km,Essence,Boite de vitesse automatique,110 CV / 81 kW,1,Citadine,5,5,Bleu,Alcantara (Sellerie d'origine),EURO 6,134 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/volkswagen-polo/id/0558f7bd-52c7-4dab-a890-3399c3781212/?financePeriod=84&cashAmount=50000
2025-04-09,Skoda Scala,1.0 TSI Monte-Carlo DSG7,22 090 €,04.05.2023,16 679 km,Essence,Boite de vitesse automatique,110 CV / 81 kW,2,Berline,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,133 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/skoda-scala/id/7383f40d-a7bc-47b6-be74-c3710e309f45/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 308,1.6 e-HDi GT Line EAT6,14 790 €,26.03.2018,91 154 km,Diesel,Boite de vitesse automatique,115 CV / 85 kW,1,Berline,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,101 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/peugeot-308/id/0de4bc8a-2473-48ad-b773-c9824e069b7d/?financePeriod=84&cashAmount=50000
2025-04-09,Ford EcoSport,1.0 EcoBoost ST Line,14 190 €,27.02.2020,63 024 km,Essence,Boite de vitesse manuelle,125 CV / 92 kW,2,SUV,5,5,Rouge,Mi-cuir (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/ford-eco-sport/id/0840fffb-ec21-40dd-aec7-318ff1df2117/?financePeriod=84&cashAmount=50000
2025-04-09,Kia Picanto,1.2 DPI ISG GT Line Premium BVA5,13 890 €,16.06.2022,20 513 km,Essence,Semi-automatique,84 CV / 62 kW,2,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,127 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/kia-picanto/id/0e058d1b-a6f5-42f5-abed-d99f2af9e0c3/?financePeriod=84&cashAmount=50000&impression_id=YzJjMzcxOWEtZmZlNC00ZDkwLWIyM2EtZDBiOGRhNTI3OWI2KzE3NDQxODE3NDUyMTc%3D
2025-04-09,Skoda Scala,1.5 TSI Style DSG7,17 390 €,15.06.2020,73 722 km,Essence,Boite de vitesse automatique,150 CV / 110 kW,2,Berline,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,110 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/skoda-scala/id/63894524-6070-422b-9c30-1d29336c56fe/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Talisman,1.5 dCi Energy Business Eco2,13 690 €,28.06.2017,63 395 km,Diesel,Boite de vitesse manuelle,110 CV / 81 kW,3,Berline,4,5,Gris,Tissu (Sellerie d'origine),EURO 6,95 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/renault-talisman/id/83cec45e-760e-4240-9201-ce16df7d6a8d/?financePeriod=84&cashAmount=50000
2025-04-09,Seat Ateca,1.5 TSI ACT Xcellence DSG7,21 590 €,10.05.2019,67 089 km,Essence,Boite de vitesse automatique,150 CV / 110 kW,2,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,127 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/seat-ateca/id/a66d2988-00da-43f0-85c6-d1fbaa043e02/?financePeriod=84&cashAmount=50000&impression_id=ZmY0Yjg5ZTctZTBmMy00NzVmLWJjNzktZTZlMTdiMzZjYzVjKzE3NDQxODE3ODc4ODA%3D
2025-04-09,Audi A4,Avant 40 TFSI Ultra Design Luxe S Tronic,25 490 €,29.01.2019,46 225 km,Essence,Double embrayage / DCT,190 CV / 140 kW,1,Break,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,137 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/audi-a-4/id/49447d92-f291-491c-9e40-bbb316623968/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 2008,1.2 PureTech Allure,14 890 €,30.12.2019,47 853 km,Essence,Boite de vitesse manuelle,131 CV / 96 kW,2,SUV,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,102 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/peugeot-2008/id/b65978cd-5f1c-496b-b20f-8a7f048e9478/?financePeriod=84&cashAmount=50000
2025-04-09,Dacia Duster,1.5 dCi Blue Prestige 4x2,17 590 €,23.11.2021,33 388 km,Diesel,Boite de vitesse manuelle,116 CV / 85 kW,1,SUV,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,127 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/dacia-duster/id/06c02872-ec34-45de-9e8a-71a19bd163c4/?financePeriod=84&cashAmount=50000
2025-04-09,BMW Série 3,Touring 320d M Sport BVA8,30 390 €,27.05.2020,85 397 km,Diesel,Boite de vitesse automatique,190 CV / 140 kW,2,Break,5,5,Blanc,Cuir (Sellerie d'origine),EURO 6,142 g/km,Crit'Air 2,Oui,https://www.autohero.com/fr/bmw-serie-3/id/fe4c1b3a-5786-42c6-8896-fdc1c2d211b0/?financePeriod=84&cashAmount=50000&impression_id=NzhlYTdjZGQtYjQwMC00NjQ0LWIzYWUtMmE5MjdhMTA0NzA4KzE3NDQxODIxNTEzNjg%3D
2025-04-09,Volvo V40 Cross Country,Cross Country 1.5 T3 Momentum Geartronic 6,17 090 €,25.02.2019,84 601 km,Essence,Boite de vitesse automatique,152 CV / 112 kW,2,Berline,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,132 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/volvo-v-40-cross-country/id/50683eb6-3095-4f45-a11c-c51ca23914b4/?financePeriod=84&cashAmount=50000
2025-04-09,Kia Rio,1.0 T-GDi ISG Active,13 590 €,01.06.2021,30 929 km,Essence,Boite de vitesse manuelle,100 CV / 74 kW,3,Citadine,5,5,Bleu,Tissu (Sellerie d'origine),EURO 6,125 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/kia-rio/id/20c1b829-dae3-4536-83ac-fc15f9b92ae1/?financePeriod=84&cashAmount=50000
2025-04-09,BMW X2,xDrive25e M Sport BVA6,29 190 €,09.11.2020,39 845 km,Hybride,Boite de vitesse automatique,220 CV / 162 kW,1,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,41 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/bmw-x-2/id/68e7adf3-3814-4aa8-8c00-3d0a297fab7e/?financePeriod=84&cashAmount=50000&impression_id=ZWUwMTlkNDgtODI3Zi00MTkxLTllYmEtN2JhM2ZmYjFjNTEzKzE3NDQxODE5MzU4ODU%3D
2025-04-09,BMW Série 1,118i M Sport DKG7,22 690 €,08.07.2021,71 014 km,Essence,Double embrayage / DCT,136 CV / 100 kW,Inconnu,Berline,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,131 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/bmw-serie-1/id/0785ff39-490f-4b64-8503-6844f7a22a6d/?financePeriod=84&cashAmount=50000&impression_id=Mzk3ZDFlYTQtNTAzYi00NGYxLTllZTMtNzdjYjNmN2JjMGFkKzE3NDQxODE4ODg0MzE%3D
2025-04-09,Volkswagen Golf VII,SW 1.5 TSI EVO IQ.Drive DSG7,18 890 €,27.09.2019,97 492 km,Essence,Double embrayage / DCT,150 CV / 110 kW,4,Break,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/volkswagen-golf-vii/id/11a9d1e8-4e84-4a58-8fd8-86a91581ee10/?financePeriod=84&cashAmount=50000&impression_id=NTRjZDYzZGYtM2NhMC00OWFmLTkxZDUtNWMxMjZiNTVjMDFkKzE3NDQxODIwNjE5MDU%3D
2025-04-09,Renault Captur,1.5 Blue dCi Intens,16 190 €,24.09.2020,54 888 km,Diesel,Boite de vitesse manuelle,116 CV / 85 kW,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,129 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/renault-captur/id/d025a346-ded2-457e-a322-68810788e224/?financePeriod=84&cashAmount=50000
2025-04-09,Mercedes-Benz Classe B,200 d AMG Line 8G-DCT,25 990 €,02.08.2022,62 438 km,Diesel,Double embrayage / DCT,150 CV / 110 kW,1,Monospace,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,133 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/mercedes-benz-classe-b/id/cea65577-f65a-418a-9552-95cb6a48aa63/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 3008,1.2 PureTech Allure EAT8,14 190 €,12.06.2019,94 663 km,Essence,Boite de vitesse automatique,130 CV / 96 kW,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/peugeot-3008/id/76f12bea-1857-4a32-9db4-61031b9efd0c/?financePeriod=84&cashAmount=50000&impression_id=N2U4MDg5NzctOGUzZS00ZTNkLTkyNDgtZTY1MmJkM2UzNzU0KzE3NDQxODIwNTY2NDg%3D
2025-04-09,Renault Mégane,1.3 TCe Intens,15 390 €,03.03.2020,60 528 km,Essence,Boite de vitesse manuelle,140 CV / 103 kW,2,Berline,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,136 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/renault-megane/id/4627fca8-0061-41eb-b88d-b7609de0678b/?financePeriod=84&cashAmount=50000
2025-04-09,Audi Q3,2.0 TDI S Line Quattro S Tronic,21 690 €,25.04.2017,84 388 km,Diesel,Double embrayage / DCT,150 CV / 110 kW,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,133 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/audi-q-3/id/47b2e053-4fee-4e91-87fa-bc15cac46ff9/?financePeriod=84&cashAmount=50000
2025-04-09,Mitsubishi Space Star,1.2 MIVEC Red Line Edition,10 690 €,07.11.2022,34 119 km,Essence,Boite de vitesse manuelle,71 CV / 52 kW,2,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,116 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/mitsubishi-space-star/id/736c4a06-e4d4-45eb-afe3-7b6de11e25d4/?financePeriod=84&cashAmount=50000
2025-04-09,Mercedes-Benz Classe A,180 Fascination 7G-DCT,19 090 €,29.03.2018,76 536 km,Essence,Boite de vitesse automatique,122 CV / 90 kW,2,Berline,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/mercedes-benz-classe-a/id/46e08a34-20a2-44c8-bb5e-3599d8ca2ba3/?financePeriod=84&cashAmount=50000&impression_id=NjVlMmIxMGEtNTA3ZC00ZGY5LWFjMDctYWUyOTZiMmZiZGNkKzE3NDQxODIwODgxNTc%3D
2025-04-09,Renault Twingo,0.9 TCe Intens EDC,14 490 €,15.10.2020,16 729 km,Essence,Double embrayage / DCT,92 CV / 68 kW,2,Citadine,5,4,Rouge,Tissu (Sellerie d'origine),EURO 6,129 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/renault-twingo/id/63573b57-dff4-4267-b3c4-a7f84fd82f9a/?financePeriod=84&cashAmount=50000
2025-04-09,Seat Arona,1.0 EcoTSI Reference,15 690 €,29.09.2023,11 393 km,Essence,Boite de vitesse manuelle,95 CV / 70 kW,1,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,124 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/seat-arona/id/fc80c016-434f-4bda-984f-27c921459593/?financePeriod=84&cashAmount=50000&impression_id=Nzk4OGZlNDMtZGU2MC00ODRkLTlmNDMtYzE3ODkyYjI0NGY4KzE3NDQxODIxNDA3NDU%3D
2025-04-09,Fiat 500,1.0 Hybrid BSG Dolcevita,9 390 €,28.03.2022,94 595 km,Essence,Boite de vitesse manuelle,70 CV / 52 kW,Inconnu,Citadine,3,4,Bleu,Mi-cuir (Sellerie d'origine),EURO 6,106 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/fiat-500/id/651a8874-b5e4-4bb5-94a4-bec260186841/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 508,SW 1.6 PureTech GT Line EAT8,18 890 €,25.10.2019,74 803 km,Essence,Boite de vitesse automatique,181 CV / 133 kW,2,Break,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,114 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-508/id/1d2addd1-11de-404c-bd8e-b4d035ef7900/?financePeriod=84&cashAmount=50000&impression_id=YTBiNDhjZTEtNjM1YS00MjUxLWI4NWItMjFmM2MyOGIxY2U4KzE3NDQxODE5NTE1Njg%3D
2025-04-09,Fiat Panda,1.2 Pop,7 290 €,31.01.2018,37 565 km,Essence,Boite de vitesse manuelle,69 CV / 51 kW,1,Citadine,5,4,Gris,Tissu (Sellerie d'origine),EURO 6,119 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/fiat-panda/id/9708ff16-7d8f-40a4-b0d5-73b47a507905/?financePeriod=84&cashAmount=50000
2025-04-09,Audi Q3,35 TDI Design Luxe S Tronic 7,25 790 €,29.06.2019,96 458 km,Diesel,Double embrayage / DCT,150 CV / 110 kW,3,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,120 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/audi-q-3/id/b134ea1e-d614-41cb-ac48-9310f77f4efa/?financePeriod=84&cashAmount=50000
2025-04-09,Opel Crossland X,1.2 Turbo Ultimate,10 390 €,09.05.2018,77 560 km,Essence,Boite de vitesse manuelle,130 CV / 96 kW,1,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,116 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/opel-crossland-x/id/9a650b4a-00f3-4f30-a438-81d25aff1512/?financePeriod=84&cashAmount=50000&impression_id=MzAwYjI2MDMtNDVmNS00MWU2LWI2NjctNWJhNzBhZjA0YTRkKzE3NDQxODE5Njc0Mjc%3D
2025-04-09,Renault Grand Scenic,1.3 TCe Zen,13 990 €,25.06.2019,93 558 km,Essence,Boite de vitesse manuelle,115 CV / 85 kW,2,Monospace,5,7,Blanc,Tissu (Sellerie d'origine),EURO 6,136 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/renault-grand-scenic/id/05c17e59-19dc-4c94-a2d0-16c2c7a0d090/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Clio,1.5 Blue dCi Intens,16 690 €,10.02.2022,10 304 km,Diesel,Boite de vitesse manuelle,100 CV / 74 kW,2,Citadine,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,109 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/renault-clio/id/0fa54a72-5266-42a1-96ef-fcff32cf0751/?financePeriod=84&cashAmount=50000
2025-04-09,Mercedes-Benz Classe B,200 d Intuition 7G-DCT,16 490 €,10.04.2017,82 437 km,Diesel,Double embrayage / DCT,136 CV / 100 kW,3,Monospace,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,104 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/mercedes-benz-classe-b/id/3914ac2d-f354-42ea-80e0-2f0d6e2c2bd6/?financePeriod=84&cashAmount=50000&impression_id=ODkxMDZhODYtODhjMi00MGI0LTlmM2QtZTQwYThmNzM3YzgyKzE3NDQxODIxNDYwMDA%3D
2025-04-09,Suzuki Ignis,1.2 DualJet Avantage,10 990 €,27.09.2018,42 686 km,Essence,Boite de vitesse manuelle,90 CV / 66 kW,1,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,104 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/suzuki-ignis/id/0f54e4c7-62a3-4213-b2d6-26f9b7f8408a/?financePeriod=84&cashAmount=50000&impression_id=OWRkMDVkMjItYjNjZi00NDA3LTljYWEtNzJkNTliYTZhOGRjKzE3NDQxODE4MjUwNDE%3D
2025-04-09,Nissan Micra,1.2 Connect Edition,7 990 €,03.03.2017,77 278 km,Essence,Boite de vitesse manuelle,80 CV / 59 kW,2,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,115 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/nissan-micra/id/2ebd3df5-7fe4-4871-9a9b-df1e7380cd5d/?financePeriod=84&cashAmount=50000
2025-04-09,Dacia Sandero,Stepway 1.0 TCe Expression CVT,16 890 €,23.02.2023,5 143 km,Essence,Boite de vitesse automatique,91 CV / 67 kW,1,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,140 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/dacia-sandero/id/58613abe-c1a2-4d19-b9ed-2317dc8af71f/?financePeriod=84&cashAmount=50000&impression_id=MjAyMGY3MTQtMTE1Mi00OGU4LWFiYjgtZTZjMDljNTI1NWI2KzE3NDQxODE5MTQ4ODg%3D
2025-04-09,Peugeot 208,1.2 PureTech GT Line,8 190 €,27.02.2017,58 720 km,Essence,Boite de vitesse manuelle,110 CV / 81 kW,3,Citadine,3,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,99 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-208/id/4a8d03d8-407f-4b07-94c3-6f14241c0efb/?financePeriod=84&cashAmount=50000&impression_id=MTA5OGEwZDAtZWNhYi00ODkxLWE0ZTAtNDFiZThlNWYxMGE5KzE3NDQxODE3NjY1NTI%3D
2025-04-09,Renault Clio,0.9 TCe Business,10 390 €,23.05.2019,65 790 km,Essence,Boite de vitesse manuelle,90 CV / 66 kW,2,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 5,113 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/renault-clio/id/25731bc3-0d58-4eb7-8d52-04860654bdf4/?financePeriod=84&cashAmount=50000&impression_id=OTkxMTE5YmUtNDhiNy00MjAzLTgxYjctNGZjODA4NzUxMTI3KzE3NDQxODIxMzU1OTI%3D
2025-04-09,Volkswagen T-Roc,1.5 TSI EVO R-Line DSG7,31 990 €,29.02.2024,16 664 km,Essence,Double embrayage / DCT,150 CV / 110 kW,2,SUV,5,5,Gris,Alcantara (Sellerie d'origine),EURO 6,144 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/volkswagen-t-roc/id/3a1f9c42-867e-4d37-9a9f-cabe52dac6b7/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 2008,1.5 Blue-HDi GT Line EAT8,18 790 €,29.10.2020,84 313 km,Diesel,Boite de vitesse automatique,131 CV / 96 kW,Inconnu,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,98 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/peugeot-2008/id/29599fa8-7c78-4aa2-9079-1a2d873e522b/?financePeriod=84&cashAmount=50000
2025-04-09,Toyota Yaris,1.5 Hybrid Collection,18 090 €,14.12.2021,26 344 km,Hybride,Boite de vitesse automatique,116 CV / 85 kW,2,Citadine,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,97 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/toyota-yaris/id/b51c0f86-09db-47d6-a191-46e70b46debc/?financePeriod=84&cashAmount=50000
2025-04-09,Volkswagen Tiguan,2.0 TDI BlueMotion Tech Sound BV6,22 090 €,13.08.2018,51 006 km,Diesel,Boite de vitesse manuelle,115 CV / 85 kW,2,SUV,5,5,Bleu,Tissu (Sellerie d'origine),EURO 6,123 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/volkswagen-tiguan/id/f45367a4-61f4-4d83-8ce1-28ff51ffb3cd/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 2008,1.2 PureTech Allure,12 590 €,17.09.2020,75 712 km,Essence,Boite de vitesse manuelle,101 CV / 74 kW,2,SUV,5,5,Orange,Tissu (Sellerie d'origine),EURO 6,127 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-2008/id/d4fb5680-57a5-4d84-aaf9-842045348cd2/?financePeriod=84&cashAmount=50000
2025-04-09,Opel Corsa,1.4 Edition,7 790 €,31.10.2017,99 338 km,Essence,Boite de vitesse manuelle,90 CV / 66 kW,2,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,120 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/opel-corsa/id/30904095-7403-4ec4-8865-207b196e5442/?financePeriod=84&cashAmount=50000&impression_id=MDk1NjQ2ODQtODVmNi00MzM3LTk3NTEtMzY3ZWQzM2RlZTMxKzE3NDQxODE3ODc4ODI%3D
2025-04-09,Kia Niro,1.6 GDi HEV Premium DCT6,23 690 €,05.09.2022,46 851 km,Hybride,Double embrayage / DCT,141 CV / 104 kW,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,105 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/kia-niro/id/42f98a60-c926-43da-a19b-f7d7badd63a7/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 5008,1.2 PureTech GT EAT8,24 590 €,24.12.2021,31 461 km,Essence,Boite de vitesse automatique,130 CV / 96 kW,1,SUV,5,7,Gris,Mi-cuir (Sellerie d'origine),EURO 6,151 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-5008/id/212d2540-cb9d-4ce2-a7a4-b90144eecb81/?financePeriod=84&cashAmount=50000&impression_id=Yzg2ODMyZGMtOTU1Yy00OWJhLWJkNmYtNTc1NWM0MTBhMmIzKzE3NDQxODE4NTY4MTY%3D
2025-04-09,Alfa Romeo Tonale,1.5 Hybrid VGT Veloce TCT7,29 990 €,14.04.2023,34 860 km,Essence,Double embrayage / DCT,160 CV / 117 kW,1,SUV,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,135 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/alfa-romeo-tonale/id/f827ba0b-4287-4d31-a79b-72f4f9d6c37c/?financePeriod=84&cashAmount=50000
2025-04-09,Mazda CX-3,2.0 Skyactiv-G Exclusive Edition 4WD Skyactiv-Drive,15 690 €,23.01.2018,97 134 km,Essence,Boite de vitesse automatique,150 CV / 110 kW,3,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,146 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/mazda-cx-3/id/198c313d-285e-4341-868b-3535732dce8d/?financePeriod=84&cashAmount=50000&impression_id=ZWRmYzkyMzItYjQxMC00MzkyLWI5MWQtOWMyODM5MjhmZjI4KzE3NDQxODIxMDkxNTY%3D
2025-04-09,Peugeot 3008,1.6 Hybrid4 GT Pack e-EAT8,27 990 €,06.10.2022,28 334 km,Hybride,Boite de vitesse automatique,300 CV / 220 kW,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,30 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-3008/id/2b4247dc-cf87-43c8-ab29-855098d2691b/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 308,1.2 PureTech Style,8 290 €,28.04.2017,72 090 km,Essence,Boite de vitesse manuelle,110 CV / 81 kW,2,Berline,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,105 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-308/id/99cfd54f-05ac-4696-bc52-9e784de03647/?financePeriod=84&cashAmount=50000&impression_id=MzNmNjY4ZjYtZGZhNC00ZGY2LWFhMGMtMTg4MTAwNGEwM2QyKzE3NDQxODE5MTQ4MTg%3D
2025-04-09,Renault Kadjar,1.5 Blue dCi EDC,16 990 €,18.02.2020,69 263 km,Diesel,Boite de vitesse automatique,115 CV / 85 kW,Inconnu,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,113 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/renault-kadjar/id/82427e12-2c52-4923-9270-9ab21ea9de11/?financePeriod=84&cashAmount=50000&impression_id=NWU4ZGNiODEtZDZmNi00NTg2LTg0ZDQtNjY4ZWIwMzA2MjJmKzE3NDQxODIxMzU1NzE%3D
2025-04-09,Peugeot 208,1.2 PureTech Style,7 790 €,13.06.2018,51 921 km,Essence,Boite de vitesse manuelle,82 CV / 60 kW,4,Citadine,5,5,Bleu,Tissu (Sellerie d'origine),EURO 6,104 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/peugeot-208/id/118e780f-a15f-41de-8a00-2bd5d8d8ce67/?financePeriod=84&cashAmount=50000
2025-04-09,Kia Picanto,1.0 Active,10 590 €,15.06.2021,53 006 km,Essence,Boite de vitesse manuelle,67 CV / 49 kW,4,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/kia-picanto/id/19a4a865-e9e5-4954-a7da-95659cc012a0/?financePeriod=84&cashAmount=50000
2025-04-09,MINI MINI,One,15 290 €,15.07.2019,31 519 km,Essence,Boite de vitesse manuelle,102 CV / 75 kW,2,Citadine,3,4,Orange,Tissu (Sellerie d'origine),EURO 6,122 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/mini-mini/id/bc3eb0e0-bae0-4d3b-8617-a833aa05192f/?financePeriod=84&cashAmount=50000
